index,Trip ID,Trip Start Timestamp,Trip End Timestamp,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Fare,Tip,Additional Charges,Trip Total,Shared Trip Authorized,Trips Pooled,Pickup Centroid Latitude,Pickup Centroid Longitude,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Filled Trip Seconds,Trip Day Of Week,Trip Month,Time Of Day,Average Velocity (miles/h),Distance to nearest Bus Stop (in Miles),ID,Total Population,Number of female,Share Of Female,Share of People Over 65,Median Age,Household,Date Only,Date,Average Temperature (°F),Average Humidity (%),Average Wind Speed (mph),Average Pressure (in),Total Precipitation (in)
711027,4143eb09658d027f43281dcbcb66eaa4120d1b60,2021-01-23,2021-01-23 00:00:00,0.8,031700,032100,5.0,0.0,1.23,6.23,False,1.0,41.9654457842,-87.6631958495,41.9581548757,-87.6530217894,256.0,Saturday,1,Night,0.011250000000000001,0.03530659841090784,031700,6119.0,2661.0,0.43487497957182547,0.055074358555319496,32.7,3730.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
2236330,5e003fd4a99aff7194d77e18079edb7e5340a5cb,2021-01-23,2021-01-23 00:00:00,1.6,031700,040402,7.5,0.0,1.23,8.73,False,1.0,41.9654457842,-87.6631958495,41.9725625375,-87.6788459662,386.0,Saturday,1,Night,0.014922279792746114,0.03530659841090784,031700,6119.0,2661.0,0.43487497957182547,0.055074358555319496,32.7,3730.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
3162028,6f7258df659c5183ff4a51a265ae16589918a234,2021-01-23,2021-01-23 00:15:00,4.7,031700,241400,12.5,2.0,1.23,15.73,False,1.0,41.9654457842,-87.6631958495,41.906025969,-87.6753116216,1035.0,Saturday,1,Night,0.01634782608695652,0.03530659841090784,031700,6119.0,2661.0,0.43487497957182547,0.055074358555319496,32.7,3730.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
1655701,53109367cd5e4a73fd21f9755d084d5fbbb2ae49,2021-01-23,2021-01-23 00:15:00,1.3,062100,063400,7.5,0.0,1.23,8.73,False,1.0,41.9426918444,-87.6517705068,41.9346591566,-87.6467297286,464.0,Saturday,1,Night,0.010086206896551724,0.03385293881126889,062100,3646.0,1657.0,0.4544706527701591,0.05622600109709271,27.9,2072.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
2810020,68d010995ec9f90f8fcb20f72ca9ee9d1d9ab01d,2021-01-23,2021-01-23 00:00:00,0.6,062100,062300,5.0,0.0,3.1,8.1,False,1.0,41.9426918444,-87.6517705068,41.9416281,-87.6614433685,224.0,Saturday,1,Night,0.009642857142857144,0.03385293881126889,062100,3646.0,1657.0,0.4544706527701591,0.05622600109709271,27.9,2072.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
1219865,4ad5e5bedce3ff5768e49c12020fb0cb181f6d23,2021-01-23,2021-01-23 00:00:00,5.5,070400,081800,12.5,0.0,1.23,13.73,False,1.0,41.9289672664,-87.6561568309,41.8932163595,-87.6378442095,696.0,Saturday,1,Night,0.02844827586206897,0.022732376402536936,070400,3421.0,1909.0000000000002,0.5580239695995324,0.08798596901490792,32.9,1589.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
1479733,4fbc2074543d23bd2ec9b27e6a80001ea088f426,2021-01-23,2021-01-23 00:00:00,1.2,070400,063302,5.0,0.0,1.23,6.23,False,1.0,41.9289672664,-87.6561568309,41.9347624564,-87.6398538587,345.0,Saturday,1,Night,0.012521739130434782,0.022732376402536936,070400,3421.0,1909.0000000000002,0.5580239695995324,0.08798596901490792,32.9,1589.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
1516374,506e15300cf7a64deb4e0d516ca8f6fe42ef2db2,2021-01-23,2021-01-23 00:15:00,1.1,070400,063000,5.0,0.0,3.1,8.1,False,1.0,41.9289672664,-87.6561568309,41.9363101308,-87.6515625922,275.0,Saturday,1,Night,0.014400000000000001,0.022732376402536936,070400,3421.0,1909.0000000000002,0.5580239695995324,0.08798596901490792,32.9,1589.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
404140,3b7fc2d722c81fb51a5624896aa0051eb8c03b7b,2021-01-23,2021-01-23 00:00:00,0.8,070102,063100,5.0,0.0,1.23,6.23,False,1.0,41.9305785697,-87.6422063127,41.938232293,-87.6467820813,202.0,Saturday,1,Night,0.014257425742574258,0.11595485185436158,070102,2980.0,1744.0,0.5852348993288591,0.07885906040268456,31.3,2150.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
593724,3f0fed42b68bf2e15a4cd980367713652eaf8195,2021-01-23,2021-01-23 00:00:00,1.4,070102,071300,7.5,0.0,1.23,8.73,False,1.0,41.9305785697,-87.6422063127,41.9217783562,-87.6414597588,401.0,Saturday,1,Night,0.012568578553615959,0.11595485185436158,070102,2980.0,1744.0,0.5852348993288591,0.07885906040268456,31.3,2150.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
448172,3c5177ecf0ecc7dd9ce1970b0714f11fab937ba4,2021-01-23,2021-01-23 00:15:00,1.9,062900,060900,10.0,0.0,1.23,11.23,False,1.0,41.9362371791,-87.6564115308,41.949829346,-87.6439653703,456.0,Saturday,1,Night,0.015,0.019837144412027122,062900,4138.0,1908.0,0.4610923151280812,0.026824552924117933,29.9,1988.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
2838543,6959e9744a59fe7fb51cc6b18f4a136b7e23aa28,2021-01-23,2021-01-23 00:15:00,2.3,062900,071500,10.0,2.0,1.23,13.23,False,1.0,41.9362371791,-87.6564115308,41.9146162864,-87.6317173661,505.0,Saturday,1,Night,0.016396039603960397,0.019837144412027122,062900,4138.0,1908.0,0.4610923151280812,0.026824552924117933,29.9,1988.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
927760,455a3ec215a03a995cad0f6564b4681e6d8400f9,2021-01-23,2021-01-23 00:00:00,1.8,063100,050600,7.5,0.0,1.23,8.73,False,1.0,41.938232293,-87.6467820813,41.9505456965,-87.6761824959,534.0,Saturday,1,Night,0.012134831460674157,0.011027370784057976,063100,2352.0,1298.0000000000002,0.5518707482993198,0.027210884353741496,28.4,1406.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
3193320,70091029d83432b77295c64ea13dd38c9f888892,2021-01-23,2021-01-23 00:15:00,1.3,062700,070600,5.0,0.0,3.1,8.1,False,1.0,41.9360865352,-87.6661106945,41.9287630064,-87.665676837,367.0,Saturday,1,Night,0.012752043596730246,0.16235347945111375,062700,3046.0,1603.0,0.5262639527248851,0.0695994747209455,30.9,1402.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
2557156,640f10421b9135f7a62de71ee19289e25cbe0b0d,2021-01-23,2021-01-23 00:00:00,1.1,060800,061902,5.0,0.0,3.1,8.1,False,1.0,41.9534000435,-87.6460070664,41.9431550855,-87.640698076,252.0,Saturday,1,Night,0.015714285714285715,0.05592815701207357,060800,5319.0,2482.0,0.4666290656138372,0.1306636585824403,37.1,3859.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
229932,383a99e4e05561dfe1a8f3fb087e04464c7f14bf,2021-01-23,2021-01-23 00:15:00,0.8,031400,832100,5.0,0.0,1.23,6.23,False,1.0,41.962178629,-87.6453787624,41.9528229157,-87.6532439924,308.0,Saturday,1,Night,0.00935064935064935,0.10070165860431539,031400,4685.0,2547.0000000000005,0.5436499466382071,0.20490928495197439,37.9,3659.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
1702925,53f42ada752bccfb46e80a4b13c07e2f3cdcf0d6,2021-01-23,2021-01-23 00:00:00,5.8,031400,081800,12.5,0.0,3.1,15.6,False,1.0,41.962178629,-87.6453787624,41.8932163595,-87.6378442095,711.0,Saturday,1,Night,0.029367088607594936,0.10070165860431539,031400,4685.0,2547.0000000000005,0.5436499466382071,0.20490928495197439,37.9,3659.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
2131766,5c061eef87737835acd05f1d3771f50c107fd8f2,2021-01-23,2021-01-23 00:15:00,4.2,063301,833000,10.0,0.0,5.41,15.41,False,1.0,41.9345397158,-87.6430228044,41.8852813201,-87.6572331997,824.0,Saturday,1,Night,0.018349514563106798,0.078892075784002,063301,2992.0,1454.0,0.4859625668449198,0.15474598930481284,31.9,2151.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
2671365,66333957328d02c601e93aa1d9e77aae3faabae2,2021-01-23,2021-01-23 00:15:00,1.9,080202,081403,10.0,0.0,3.1,13.1,False,1.0,41.9058577688,-87.6308650266,41.8909220259,-87.6188683546,446.0,Saturday,1,Night,0.015336322869955156,0.03914362120087203,080202,3800.0,2191.0,0.5765789473684211,0.20421052631578948,36.7,2902.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
661817,405637fee2bccf72c96e37769c3cf8b94dbcdb21,2021-01-23,2021-01-23 00:00:00,4.0,061800,030101,10.0,0.0,3.27,13.27,False,1.0,41.946489764,-87.647113634,41.9912345323,-87.6573042698,552.0,Saturday,1,Night,0.026086956521739132,0.0030709675693550704,061800,1204.0,599.0,0.49750830564784054,0.05813953488372093,31.3,775000.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
1254081,4b7a08a8014ae537186a4c8a6f4f0a5775de8a8b,2021-01-23,2021-01-23 00:00:00,1.6,440102,690900,5.0,0.0,3.1,8.1,False,1.0,41.740997711,-87.6011081642,41.7621423146,-87.6103458371,280.0,Saturday,1,Night,0.02057142857142857,0.25585883270809906,440102,3320.0,1695.0,0.5105421686746988,0.10843373493975904,37.9,2212.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
980250,46576e8fa634f85576806b6ee6c0b92fbd45eec8,2021-01-23,2021-01-23 00:15:00,3.0,040700,031200,10.0,0.0,1.23,11.23,False,1.0,41.9668063463,-87.6940200973,41.9727095466,-87.6573411073,571.0,Saturday,1,Night,0.018914185639229423,0.03296167255340184,040700,3749.0,1874.0,0.4998666311016271,0.07468658308882369,37.0,1758.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
982699,46636f7580dd2ec02d83982eb3c140b2742e6090,2021-01-23,2021-01-23 00:15:00,4.0,730202,530300,10.0,0.0,1.23,11.23,False,1.0,41.7264071108,-87.6485464717,41.6813147793,-87.6517530558,887.0,Saturday,1,Night,0.016234498308906425,0.04878750725448447,730202,3093.0,1838.0000000000002,0.5942450695118009,0.22211445198836083,42.4,1142.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
3073309,6dc6cf54ea695d031ded049d67851ab6d04a2bae,2021-01-23,2021-01-23 00:15:00,6.5,060200,081600,10.0,0.0,3.1,13.1,False,1.0,41.9579038971,-87.671518011,41.8920726347,-87.6288741572,865.0,Saturday,1,Night,0.027052023121387284,0.040901544038604694,060200,2147.0,1045.0,0.4867256637168142,0.07079646017699115,35.0,1183.0,2021-00-23,2021-01-23,22.5,52.6,6.5,29.6,0.0
33351,34860f190c62367f6a52948d87724e1067e85700,2020-10-04,2020-10-04 00:00:00,0.9,081800,320100,12.5,5.0,3.1,20.6,False,1.0,41.8932163595,-87.6378442095,41.8849871918,-87.6209929134,290.0,Sunday,10,Night,0.011172413793103448,0.058447519908850706,081800,12213.0,6240.999999999999,0.5110128551543437,0.06951608941292066,33.8,7957.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
224617,3820f0e5db1e08c36cdf64511ba42abc7ead88ae,2020-10-04,2020-10-04 00:15:00,3.6,081800,081800,10.0,0.0,1.23,11.23,False,1.0,41.8932163595,-87.6378442095,41.8932163595,-87.6378442095,538.0,Sunday,10,Night,0.02408921933085502,0.058447519908850706,081800,12213.0,6240.999999999999,0.5110128551543437,0.06951608941292066,33.8,7957.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
836299,43a018bb5b63c0e5cbc58bb985125e153a60ae9a,2020-10-04,2020-10-04 00:00:00,4.6,081800,221300,17.5,0.0,4.83,22.33,False,1.0,41.8932163595,-87.6378442095,41.9211259143,-87.6997544065,575.0,Sunday,10,Night,0.028800000000000003,0.058447519908850706,081800,12213.0,6240.999999999999,0.5110128551543437,0.06951608941292066,33.8,7957.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
1096762,4886706dfe44e9e509033539dd1c2bf9d4afe275,2020-10-04,2020-10-04 00:15:00,1.2,081800,081403,15.0,0.0,3.1,18.1,False,1.0,41.8932163595,-87.6378442095,41.8909220259,-87.6188683546,390.0,Sunday,10,Night,0.011076923076923078,0.058447519908850706,081800,12213.0,6240.999999999999,0.5110128551543437,0.06951608941292066,33.8,7957.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
1135211,493eb409100eb0f9172c98739f8dcda0d9db90a5,2020-10-04,2020-10-04 00:15:00,4.3,081800,062100,22.5,0.0,1.23,23.73,False,1.0,41.8932163595,-87.6378442095,41.9426918444,-87.6517705068,931.0,Sunday,10,Night,0.016627282491944145,0.058447519908850706,081800,12213.0,6240.999999999999,0.5110128551543437,0.06951608941292066,33.8,7957.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
1259373,4b93a8ce0b66d568aa235bac23d5f7aba7152866,2020-10-04,2020-10-04 00:15:00,2.0,081800,842300,15.0,0.0,3.1,18.1,False,1.0,41.8932163595,-87.6378442095,41.8983058696,-87.6536139825,361.0,Sunday,10,Night,0.019944598337950138,0.058447519908850706,081800,12213.0,6240.999999999999,0.5110128551543437,0.06951608941292066,33.8,7957.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
1522985,508d9f564ab0522d41883a866d41f3d3616950de,2020-10-04,2020-10-04 00:00:00,0.3,081800,081800,7.5,0.0,3.1,10.6,False,1.0,41.8932163595,-87.6378442095,41.8932163595,-87.6378442095,79.0,Sunday,10,Night,0.013670886075949367,0.058447519908850706,081800,12213.0,6240.999999999999,0.5110128551543437,0.06951608941292066,33.8,7957.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
1599780,5200df19a0d7ea7911479707b35462da18160222,2020-10-04,2020-10-04 00:15:00,5.0,081800,221300,20.0,0.0,1.23,21.23,False,1.0,41.8932163595,-87.6378442095,41.9211259143,-87.6997544065,812.0,Sunday,10,Night,0.022167487684729065,0.058447519908850706,081800,12213.0,6240.999999999999,0.5110128551543437,0.06951608941292066,33.8,7957.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
2159010,5c8a3e61386339c0f3a6d3f0767dd990be6d4bda,2020-10-04,2020-10-04 00:00:00,1.4,081800,081402,10.0,0.0,1.23,11.23,False,1.0,41.8932163595,-87.6378442095,41.8919715078,-87.6129454143,422.0,Sunday,10,Night,0.011943127962085309,0.058447519908850706,081800,12213.0,6240.999999999999,0.5110128551543437,0.06951608941292066,33.8,7957.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
2344711,600ee463d366ed022aa72545914e6975df550784,2020-10-04,2020-10-04 00:15:00,1.2,081800,081000,10.0,0.0,1.23,11.23,False,1.0,41.8932163595,-87.6378442095,41.9002656868,-87.6321092196,305.0,Sunday,10,Night,0.014163934426229508,0.058447519908850706,081800,12213.0,6240.999999999999,0.5110128551543437,0.06951608941292066,33.8,7957.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
102407,35d3224098f46d993661ce1ae39a3a8b94fac5cb,2020-10-04,2020-10-04 00:15:00,7.1,081403,031300,20.0,0.0,3.1,23.1,False,1.0,41.8909220259,-87.6188683546,41.9729293173,-87.6502900743,590.0,Sunday,10,Night,0.043322033898305086,0.06998248688161307,081403,8987.0,4637.0,0.5159675086235673,0.08968510070101257,32.6,7496.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
1126390,4914978061c636d236143fc81e70b1c4299913b8,2020-10-04,2020-10-04 00:15:00,6.3,081403,032100,17.5,0.0,1.23,18.73,False,1.0,41.8909220259,-87.6188683546,41.9581548757,-87.6530217894,986.0,Sunday,10,Night,0.023002028397565922,0.06998248688161307,081403,8987.0,4637.0,0.5159675086235673,0.08968510070101257,32.6,7496.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
2775504,682a7184d9ee56135c1b3cfe5e3ac2d09865a3ba,2020-10-04,2020-10-04 00:15:00,5.1,081403,832000,25.0,0.0,3.29,28.29,False,1.0,41.8909220259,-87.6188683546,41.9462945357,-87.6542980837,888.0,Sunday,10,Night,0.020675675675675673,0.06998248688161307,081403,8987.0,4637.0,0.5159675086235673,0.08968510070101257,32.6,7496.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
2957584,6b9a0e1e851ac93c18d6bbf61b654f382756e621,2020-10-04,2020-10-04 00:00:00,1.1,081403,081700,10.0,0.0,1.23,11.23,False,1.0,41.8909220259,-87.6188683546,41.8920421365,-87.6318639497,446.0,Sunday,10,Night,0.008878923766816144,0.06998248688161307,081403,8987.0,4637.0,0.5159675086235673,0.08968510070101257,32.6,7496.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
1199472,4a74f896372a0507b061ee4aab73d10136130715,2020-10-04,2020-10-04 00:15:00,3.0,031000,010400,10.0,0.0,1.23,11.23,False,1.0,41.9724370811,-87.6711095263,42.004764559,-87.659122427,741.0,Sunday,10,Night,0.014574898785425101,0.2071631318302689,031000,3652.0,1650.9999999999998,0.4520810514786418,0.06078860898138007,36.4,2189.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
44035,34b9f73f2ae9f785b9a390eb14691b6aeebd998a,2020-10-04,2020-10-04 00:00:00,0.8,081201,081700,10.0,0.0,3.56,13.56,False,1.0,41.8991556134,-87.6262105324,41.8920421365,-87.6318639497,249.0,Sunday,10,Night,0.011566265060240964,0.13634392160507955,081201,4428.0,2320.0,0.5239385727190605,0.0002576784101174345,36.9,3747.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
249607,38999feb85d62e9a471bb190a3d0b8763eae4e71,2020-10-04,2020-10-04 00:15:00,1.6,081201,071500,12.5,0.0,1.23,13.73,False,1.0,41.8991556134,-87.6262105324,41.9146162864,-87.6317173661,1028.0,Sunday,10,Night,0.0056031128404669265,0.13634392160507955,081201,4428.0,2320.0,0.5239385727190605,0.0002576784101174345,36.9,3747.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
1050610,47aaa08122425c53ee12bf6689d25d562dabb0fd,2020-10-04,2020-10-04 00:00:00,0.7,062800,063000,7.5,0.0,3.1,10.6,False,1.0,41.936159071,-87.6612652184,41.9363101308,-87.6515625922,163.0,Sunday,10,Night,0.015460122699386502,0.009969124246968745,062800,3682.0,1992.0000000000002,0.5410103204780011,0.03802281368821293,30.1,1668.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
1940717,586f0bc7f2b660d858f37a005c9c53cfb58485b0,2020-10-04,2020-10-04 00:00:00,1.1,062800,071200,10.0,0.0,3.1,13.1,False,1.0,41.936159071,-87.6612652184,41.9218549112,-87.6462109769,328.0,Sunday,10,Night,0.012073170731707319,0.009969124246968745,062800,3682.0,1992.0000000000002,0.5410103204780011,0.03802281368821293,30.1,1668.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
3169251,6f953762f39c710a00a6eca70872eeb80881d324,2020-10-04,2020-10-04 00:00:00,1.0,062800,062100,10.0,0.0,3.1,13.1,False,1.0,41.936159071,-87.6612652184,41.9426918444,-87.6517705068,297.0,Sunday,10,Night,0.012121212121212121,0.009969124246968745,062800,3682.0,1992.0000000000002,0.5410103204780011,0.03802281368821293,30.1,1668.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
171900,37211e9092a7826c97b8fd6a08363a5a2ccc87d2,2020-10-04,2020-10-04 00:00:00,3.1,071500,062400,17.5,3.0,3.1,23.6,False,1.0,41.9146162864,-87.6317173661,41.941555829,-87.6662888874,638.0,Sunday,10,Night,0.01749216300940439,0.002868982139863682,071500,5991.0,3291.0,0.5493239859789685,0.12235019195459856,31.6,4294.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
623655,3f9f45d7344988c24727ccac990a052b2ee6c26e,2020-10-04,2020-10-04 00:15:00,2.2,071500,241500,12.5,0.0,1.23,13.73,False,1.0,41.9146162864,-87.6317173661,41.9083786693,-87.6709450752,573.0,Sunday,10,Night,0.013821989528795814,0.002868982139863682,071500,5991.0,3291.0,0.5493239859789685,0.12235019195459856,31.6,4294.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
1004584,46cc8973f8f2fd1fbb49860cf86fb4f43164f743,2020-10-04,2020-10-04 00:15:00,4.3,071500,320600,15.0,0.0,1.23,16.23,False,1.0,41.9146162864,-87.6317173661,41.8706073724,-87.6221729369,612.0,Sunday,10,Night,0.02529411764705882,0.002868982139863682,071500,5991.0,3291.0,0.5493239859789685,0.12235019195459856,31.6,4294.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
1090655,48696938d6c39a74bc04c983e094a192c9798442,2020-10-04,2020-10-04 00:15:00,5.0,071500,330100,17.5,5.0,1.23,23.73,False,1.0,41.9146162864,-87.6317173661,41.859349715,-87.6173580061,943.0,Sunday,10,Night,0.019088016967126194,0.002868982139863682,071500,5991.0,3291.0,0.5493239859789685,0.12235019195459856,31.6,4294.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
1851888,56c223e539b7bcc3fbc74fe8b79eb2a4cb8c0a38,2020-10-04,2020-10-04 00:00:00,2.8,071500,070500,15.0,0.0,1.23,16.23,False,1.0,41.9146162864,-87.6317173661,41.9289459041,-87.6608925701,816.0,Sunday,10,Night,0.012352941176470589,0.002868982139863682,071500,5991.0,3291.0,0.5493239859789685,0.12235019195459856,31.6,4294.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
242774,3878d3c89352bfc1c10215b973fcb4c5c88a4109,2020-10-04,2020-10-04 00:00:00,3.2,080100,063302,12.5,1.0,1.23,14.73,False,1.0,41.9075200747,-87.6266589003,41.9347624564,-87.6398538587,476.0,Sunday,10,Night,0.02420168067226891,0.060858962493613424,080100,6607.0,3218.0,0.48705917965793855,0.00031466626305433636,56.8,4949.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
1581592,51a8376fa146ec6e77001d50bfa29239f4637a15,2020-10-04,2020-10-04 00:00:00,2.8,080100,061901,15.0,0.0,3.1,18.1,False,1.0,41.9075200747,-87.6266589003,41.9432371225,-87.6434709559,329.0,Sunday,10,Night,0.030638297872340427,0.060858962493613424,080100,6607.0,3218.0,0.48705917965793855,0.00031466626305433636,56.8,4949.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
2984861,6c1d57921b177f81ea7c69d94fbf2fa6355a0c02,2020-10-04,2020-10-04 00:15:00,7.3,061500,320600,30.0,0.0,3.1,33.1,False,1.0,41.9452823311,-87.6615450961,41.8706073724,-87.6221729369,946.0,Sunday,10,Night,0.027780126849894293,0.012433612026236314,061500,2023.0000000000002,894.0,0.44191794364804743,0.06129510627780523,29.3,971000.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
1554316,51244d9150b1b443f0f8aa071e4b5882db7f4e24,2020-10-04,2020-10-04 00:15:00,3.5,063302,031700,17.5,0.0,3.1,20.6,False,1.0,41.9347624564,-87.6398538587,41.9654457842,-87.6631958495,607.0,Sunday,10,Night,0.020757825370675456,0.04123160326183246,063302,4102.0,2445.9999999999995,0.5962944904924427,0.09946367625548513,32.3,3147.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
1890663,577dbe6ed94415a6f9c16b0d56a9055ab4f4d3fd,2020-10-04,2020-10-04 00:00:00,0.7,070101,063302,7.5,0.0,1.23,8.73,False,1.0,41.9292629902,-87.6358909539,41.9347624564,-87.6398538587,288.0,Sunday,10,Night,0.00875,0.08321889827304871,070101,4583.0,2263.9999999999995,0.4939995636046257,0.18524983635173467,32.5,2810.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
2451823,6214055fbaae144b09e75ddfaf6b5eca0a4bfc55,2020-10-04,2020-10-04 00:15:00,10.1,070101,390700,27.5,0.0,1.23,28.73,False,1.0,41.9292629902,-87.6358909539,41.8059116993,-87.5874792581,919.0,Sunday,10,Night,0.03956474428726877,0.08321889827304871,070101,4583.0,2263.9999999999995,0.4939995636046257,0.18524983635173467,32.5,2810.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
568734,3e96d0bb640303a6aae89b00bf53bd76b9833811,2020-10-04,2020-10-04 00:00:00,0.5,080300,081000,10.0,0.0,1.23,11.23,False,1.0,41.9074919303,-87.6357600901,41.9002656868,-87.6321092196,148.0,Sunday,10,Night,0.012162162162162163,0.17969535341198883,080300,5836.0,2886.0,0.49451679232350926,0.06254283755997259,29.3,3401.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
672173,40888922a4f0e22dd619194d2c5d8bd477c32530,2020-10-04,2020-10-04 00:00:00,1.1,080300,080100,12.5,0.0,3.1,15.6,False,1.0,41.9074919303,-87.6357600901,41.9075200747,-87.6266589003,311.0,Sunday,10,Night,0.012733118971061094,0.17969535341198883,080300,5836.0,2886.0,0.49451679232350926,0.06254283755997259,29.3,3401.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
838101,43a8b0970cd080cf27c6c2becc8dc9ccae656aa3,2020-10-04,2020-10-04 00:15:00,2.4,080300,070700,15.0,0.0,3.1,18.1,False,1.0,41.9074919303,-87.6357600901,41.9292725315,-87.6738072384,558.0,Sunday,10,Night,0.015483870967741935,0.17969535341198883,080300,5836.0,2886.0,0.49451679232350926,0.06254283755997259,29.3,3401.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
2176315,5cddb5fbc94e239155f827e0db092cf414c6ea45,2020-10-04,2020-10-04 00:00:00,1.0,080300,081000,10.0,0.0,1.23,11.23,False,1.0,41.9074919303,-87.6357600901,41.9002656868,-87.6321092196,285.0,Sunday,10,Night,0.01263157894736842,0.17969535341198883,080300,5836.0,2886.0,0.49451679232350926,0.06254283755997259,29.3,3401.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
2466869,625cdbe5153cdbde901602088e6c6c5626e20a6c,2020-10-04,2020-10-04 00:00:00,2.0,080300,081800,15.0,0.0,3.1,18.1,False,1.0,41.9074919303,-87.6357600901,41.8932163595,-87.6378442095,527.0,Sunday,10,Night,0.01366223908918406,0.17969535341198883,080300,5836.0,2886.0,0.49451679232350926,0.06254283755997259,29.3,3401.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
2558059,64138a7ce1d018716837396b8eeb3417b23221b5,2020-10-04,2020-10-04 00:00:00,1.4,080300,070103,10.0,0.0,1.23,11.23,False,1.0,41.9074919303,-87.6357600901,41.9268111821,-87.6426052473,320.0,Sunday,10,Night,0.01575,0.17969535341198883,080300,5836.0,2886.0,0.49451679232350926,0.06254283755997259,29.3,3401.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
3011449,6c9d6f900b563f5f2e285f8b46baf0ab6fd50119,2020-10-04,2020-10-04 00:15:00,3.0,080300,280100,22.5,0.0,3.1,25.6,False,1.0,41.9074919303,-87.6357600901,41.8853000224,-87.6428084655,642.0,Sunday,10,Night,0.016822429906542057,0.17969535341198883,080300,5836.0,2886.0,0.49451679232350926,0.06254283755997259,29.3,3401.0,2020-00-04,2020-10-04,48.0,67.5,10.2,29.5,0.2
